age,schl,mar,sex,dis,esp,cit,mig,mil,anc,nativity,dear,deye,drem,pincp,esr,fer,race,pubcov
23,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Yes,White alone,0
50,Regular high school diploma,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,20000.0,"Civilian employed, at work",Out of Universe,White alone,1
42,Some college but less than 1 year,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,0.0,Not in labor force,No,White alone,0
57,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,Black or African American alone,1
48,Regular high school diploma,Divorced,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,No,8800.0,Not in labor force,Out of Universe,White alone,1
20,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,1000.0,Unemployed,No,White alone,1
63,No schooling completed,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,13600.0,Not in labor force,Out of Universe,Black or African American alone,0
20,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Not reported,Native,No,No,No,15000.0,Not in labor force,No,White alone,1
53,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Unemployed,Out of Universe,Black or African American alone,0
43,Bachelor's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,White alone,1
56,Associate's degree,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)","On active duty in the past, but not now",Single,Native,No,No,No,8900.0,Not in labor force,Out of Universe,Black or African American alone,1
26,Some college but less than 1 year,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,27000.0,"Civilian employed, at work",No,White alone,1
21,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Now on active duty,Single,Native,No,No,No,20000.0,"Armed forces, at work",No,White alone,1
64,Associate's degree,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,Yes,No,16800.0,Not in labor force,Out of Universe,White alone,1
29,Grade 10,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)","On active duty in the past, but not now",Not reported,Native,No,No,No,9000.0,"Civilian employed, at work",Out of Universe,Black or African American alone,1
53,1 or more years of college credit but no degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,24000.0,"Civilian employed, at work",Out of Universe,White alone,1
64,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,18600.0,"Civilian employed, at work",Out of Universe,Black or African American alone,0
27,Bachelor's degree,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,25000.0,"Civilian employed, at work",Out of Universe,White alone,1
53,Grade 9,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,Black or African American alone,0
18,Some college but less than 1 year,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,8500.0,"Civilian employed, at work",No,White alone,1
58,Regular high school diploma,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,28000.0,"Civilian employed, at work",Out of Universe,Black or African American alone,1
40,GED or alternative credential,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,800.0,"Civilian employed, at work",Out of Universe,White alone,0
32,Regular high school diploma,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,25000.0,"Civilian employed, at work",No,White alone,1
63,Regular high school diploma,Never married or under 15 years old,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,Yes,No,Yes,9000.0,Not in labor force,Out of Universe,Black or African American alone,1
20,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,7800.0,Not in labor force,Out of Universe,Black or African American alone,1
59,GED or alternative credential,Divorced,Female,With a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Unclassified,Native,No,No,Yes,14300.0,Not in labor force,Out of Universe,White alone,1
15,Grade 9,Never married or under 15 years old,Male,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Single,Native,No,No,No,0.0,Out of Universe,Out of Universe,White alone,1
19,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,260.0,"Civilian employed, at work",No,White alone,1
38,GED or alternative credential,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,18000.0,Not in labor force,No,White alone,0
34,Associate's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,28700.0,"Civilian employed, at work",Yes,White alone,1
31,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Only on active duty for training in Reserves/National Guard,Not reported,Native,No,No,No,21400.0,"Civilian employed, at work",No,White alone,1
47,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,16600.0,"Civilian employed, at work",No,Black or African American alone,1
18,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,5000.0,"Civilian employed, at work",No,Black or African American alone,1
17,Grade 10,Never married or under 15 years old,Female,Without a disability,Living with two parents: Father only in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,Some Other Race alone,1
24,Bachelor's degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,12000.0,"Civilian employed, at work",No,White alone,0
16,Grade 11,Never married or under 15 years old,Male,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Not reported,Native,No,No,No,5000.0,"Civilian employed, at work",Out of Universe,White alone,1
21,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,1000.0,"Civilian employed, at work",Out of Universe,White alone,1
33,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,16800.0,"Civilian employed, at work",No,White alone,0
22,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,22700.0,"Civilian employed, at work",No,White alone,1
52,1 or more years of college credit but no degree,Divorced,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)","On active duty in the past, but not now",Single,Native,No,No,No,14300.0,Not in labor force,Out of Universe,White alone,1
37,Grade 10,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,150.0,Not in labor force,Out of Universe,Black or African American alone,1
23,Some college but less than 1 year,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,24000.0,Not in labor force,Out of Universe,Black or African American alone,0
17,Grade 11,Never married or under 15 years old,Male,Without a disability,Living with two parents: Mother only in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,No,12000.0,Not in labor force,Out of Universe,White alone,1
18,Grade 10,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,No,13800.0,Not in labor force,Out of Universe,White alone,1
28,No schooling completed,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,Yes,No,0.0,Unemployed,Out of Universe,Black or African American alone,0
30,12th Grade - no diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,14410.0,"Civilian employed, at work",No,Black or African American alone,1
50,1 or more years of college credit but no degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,18000.0,"Civilian employed, at work",Yes,White alone,1
60,Grade 11,Married,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,24100.0,Not in labor force,Out of Universe,Black or African American alone,1
29,Master's degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Not a citizen of the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Foreign born,No,No,No,24800.0,Not in labor force,Out of Universe,Asian alone,0
56,Bachelor's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,21000.0,"Civilian employed, at work",Out of Universe,White alone,1
29,12th Grade - no diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,9500.0,Not in labor force,Out of Universe,Black or African American alone,1
19,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,19400.0,"Civilian employed, at work",Out of Universe,White alone,1
15,Grade 9,Never married or under 15 years old,Female,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Not reported,Native,No,No,No,0.0,Out of Universe,No,White alone,1
21,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
15,Grade 9,Never married or under 15 years old,Female,Without a disability,Living with two parents: Father only in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Single,Native,No,No,No,0.0,Out of Universe,No,White alone,1
45,Some college but less than 1 year,Married,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,Yes,No,12800.0,Not in labor force,Out of Universe,White alone,1
34,Bachelor's degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,18600.0,"Civilian employed, at work",Out of Universe,White alone,1
21,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,3000.0,Unemployed,Out of Universe,White alone,1
24,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
48,No schooling completed,Married,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,7400.0,Not in labor force,Out of Universe,Asian alone,1
64,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,No,19000.0,"Civilian employed, at work",Out of Universe,White alone,1
64,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,11600.0,Not in labor force,Out of Universe,Black or African American alone,1
61,No schooling completed,Divorced,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,Yes,10000.0,Not in labor force,Out of Universe,Black or African American alone,1
41,Some college but less than 1 year,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Yes,White alone,1
60,Regular high school diploma,Divorced,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,Yes,25000.0,Not in labor force,Out of Universe,Black or African American alone,1
41,Grade 10,Married,Male,With a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
56,Grade 11,Separated,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,Yes,No,7400.0,Not in labor force,Out of Universe,White alone,0
23,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,17000.0,"Civilian employed, at work",No,White alone,0
18,Some college but less than 1 year,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,7500.0,"Civilian employed, at work",No,White alone,1
63,Master's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,3000.0,Not in labor force,Out of Universe,White alone,1
51,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,20000.0,"Civilian employed, at work",Out of Universe,White alone,1
21,Some college but less than 1 year,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,12000.0,"Civilian employed, at work",Out of Universe,White alone,0
64,Regular high school diploma,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,Yes,No,No,25000.0,"Civilian employed, at work",Out of Universe,White alone,0
16,Grade 10,Never married or under 15 years old,Male,With a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Not reported,Native,No,Yes,No,0.0,Not in labor force,Out of Universe,White alone,1
36,GED or alternative credential,Divorced,Male,With a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,Yes,27000.0,Not in labor force,Out of Universe,White alone,0
49,Associate's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,25000.0,"Civilian employed, at work",No,Black or African American alone,1
19,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,7000.0,"Civilian employed, at work",No,White alone,1
40,No schooling completed,Widowed,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,3500.0,"Civilian employed, with a job but not at work",Out of Universe,White alone,0
33,Bachelor's degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Unemployed,Out of Universe,White alone,1
64,No schooling completed,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,12000.0,Not in labor force,Out of Universe,Black or African American alone,1
60,1 or more years of college credit but no degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
59,GED or alternative credential,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,0
56,GED or alternative credential,Married,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,Yes,24200.0,Not in labor force,Out of Universe,White alone,1
52,Some college but less than 1 year,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,Yes,15100.0,Not in labor force,Out of Universe,White alone,1
20,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Not reported,Native,No,No,No,25000.0,"Civilian employed, at work",Out of Universe,White alone,1
62,Regular high school diploma,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,11000.0,Not in labor force,Out of Universe,White alone,1
21,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Multiple,Native,No,No,No,25000.0,"Civilian employed, at work",Out of Universe,White alone,1
15,Grade 9,Never married or under 15 years old,Male,Without a disability,Living with two parents: Father only in labor force,Not a citizen of the U.S.,"Yes, same house (nonmovers)",Out of Universe,Single,Foreign born,No,No,No,0.0,Out of Universe,Out of Universe,White alone,0
18,Some college but less than 1 year,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,White alone,1
31,GED or alternative credential,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,1000.0,Not in labor force,Out of Universe,White alone,0
50,1 or more years of college credit but no degree,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,25000.0,"Civilian employed, at work",No,White alone,1
61,1 or more years of college credit but no degree,Divorced,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,28900.0,"Civilian employed, at work",Out of Universe,White alone,1
42,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,9200.0,Not in labor force,Out of Universe,Black or African American alone,1
47,1 or more years of college credit but no degree,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,28800.0,"Civilian employed, at work",No,White alone,1
18,Grade 11,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Not in labor force,No,White alone,1
58,Professional degree beyond a bachelor's degree,Widowed,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,13800.0,"Civilian employed, at work",Out of Universe,White alone,1
23,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,10000.0,"Civilian employed, at work",Out of Universe,White alone,1
15,Grade 9,Never married or under 15 years old,Male,Without a disability,Living with two parents: Mother only in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Multiple,Native,No,No,No,0.0,Out of Universe,Out of Universe,White alone,1
63,GED or alternative credential,Divorced,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,Yes,Yes,No,0.0,Not in labor force,Out of Universe,White alone,0
16,Grade 10,Never married or under 15 years old,Female,Without a disability,Living with mother: Mother in the labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Single,Native,No,No,No,0.0,Not in labor force,No,Black or African American alone,1
41,Regular high school diploma,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,15300.0,"Civilian employed, at work",No,White alone,1
16,Associate's degree,Never married or under 15 years old,Male,With a disability,Living with mother: Mother in the labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Not reported,Native,No,No,No,8400.0,Not in labor force,Out of Universe,White alone,1
24,Bachelor's degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Not a citizen of the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Foreign born,No,No,No,0.0,Not in labor force,Out of Universe,Asian alone,1
62,Regular high school diploma,Widowed,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,No,15000.0,"Civilian employed, at work",Out of Universe,White alone,1
15,Grade 9,Never married or under 15 years old,Male,Without a disability,Living with father: Father in the labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Single,Native,No,No,No,8900.0,Out of Universe,Out of Universe,White alone,1
30,Regular high school diploma,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,9600.0,Not in labor force,Out of Universe,White alone,1
59,1 or more years of college credit but no degree,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,Yes,No,8800.0,Not in labor force,Out of Universe,White alone,1
49,No schooling completed,Never married or under 15 years old,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,Yes,No,Yes,9300.0,Not in labor force,No,Black or African American alone,1
51,Regular high school diploma,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,15500.0,Not in labor force,Out of Universe,White alone,1
51,Master's degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,13600.0,"Civilian employed, at work",Out of Universe,White alone,1
29,Bachelor's degree,Married,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,25000.0,"Civilian employed, at work",Out of Universe,White alone,1
64,Grade 7,Widowed,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,9000.0,Not in labor force,Out of Universe,White alone,1
34,Regular high school diploma,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,0
18,Regular high school diploma,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)","On active duty in the past, but not now",Not reported,Native,No,No,No,0.0,Not in labor force,Yes,Black or African American alone,1
61,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,17000.0,"Civilian employed, at work",Out of Universe,White alone,1
18,Some college but less than 1 year,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"No, different house in US or Puerto Rico",Never served in the military,Single,Native,No,No,No,4300.0,Not in labor force,Out of Universe,Black or African American alone,1
23,Associate's degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,15000.0,"Civilian employed, at work",Out of Universe,White alone,1
38,Regular high school diploma,Separated,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,Yes,12400.0,Not in labor force,Out of Universe,White alone,1
26,Regular high school diploma,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Not in labor force,No,White alone,1
27,12th Grade - no diploma,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,Yes,0.0,Not in labor force,Out of Universe,White alone,0
58,Grade 11,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,8600.0,Not in labor force,Out of Universe,Black or African American alone,1
16,Grade 8,Never married or under 15 years old,Male,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Single,Native,No,Yes,Yes,5000.0,Not in labor force,Out of Universe,White alone,1
16,Grade 11,Never married or under 15 years old,Female,Without a disability,Living with two parents: both parents in labor force,Born in the U.S.,"Yes, same house (nonmovers)",Out of Universe,Multiple,Native,No,No,No,0.0,Not in labor force,No,White alone,1
63,Associate's degree,Widowed,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,17390.0,Not in labor force,Out of Universe,Black or African American alone,1
37,1 or more years of college credit but no degree,Never married or under 15 years old,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,No,No,No,0.0,Unemployed,No,Black or African American alone,0
50,Regular high school diploma,Married,Female,With a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Not reported,Native,Yes,No,No,10000.0,Not in labor force,No,White alone,1
18,Grade 11,Never married or under 15 years old,Male,Without a disability,Out of Universe,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas","No, outside US and Puerto Rico",Never served in the military,Single,Native,No,No,No,3000.0,"Civilian employed, at work",Out of Universe,Black or African American alone,1
22,Some college but less than 1 year,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Unclassified,Native,No,No,No,20000.0,"Civilian employed, at work",No,White alone,1
21,1 or more years of college credit but no degree,Never married or under 15 years old,Male,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,0.0,Unemployed,Out of Universe,White alone,1
58,1 or more years of college credit but no degree,Married,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Multiple,Native,No,No,No,0.0,Not in labor force,Out of Universe,White alone,1
46,Regular high school diploma,Divorced,Female,Without a disability,Out of Universe,Born in the U.S.,"Yes, same house (nonmovers)",Never served in the military,Single,Native,No,No,No,25000.0,"Civilian employed, at work",No,White alone,1
